# P_qpo=100,mean=100,P_drw=100,Q=80, sigma_noise=1, timerange=1000, length=200
8.036443509282186142e+02 1.072018796183665756e+02 1.000000000000000000e+00 1.000000000000000000e+00
8.089689321951417469e+02 9.746347644186464265e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.142407491007674025e+02 9.781553789422279976e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.193801613798033259e+02 1.080724921767552473e+02 1.000000000000000000e+00 1.000000000000000000e+00
8.247219041645472544e+02 1.084578366594596446e+02 1.000000000000000000e+00 1.000000000000000000e+00
8.298640134431417437e+02 1.088415888983888493e+02 1.000000000000000000e+00 1.000000000000000000e+00
8.347155915513588980e+02 1.151432475059009732e+02 1.000000000000000000e+00 1.000000000000000000e+00
8.399673691096421635e+02 1.119185511247638232e+02 1.000000000000000000e+00 1.000000000000000000e+00
8.449635989309674642e+02 9.947408840415053533e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.496110257204329628e+02 9.714476730529547410e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.547693381723078119e+02 8.163014438484670166e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.599604779163815920e+02 8.034001826549879866e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.651911968232863046e+02 9.542859672387344006e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.698963005913939242e+02 9.012581518782086221e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.748962067784922283e+02 9.378527207728585324e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.799234825538218274e+02 1.006709859267728149e+02 1.000000000000000000e+00 1.000000000000000000e+00
8.852289355391096706e+02 9.419328729996378513e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.901493377177232560e+02 9.850682566705798138e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.951810231900897179e+02 1.039359024890331824e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.004061487146258287e+02 9.749974361247824106e+01 1.000000000000000000e+00 1.000000000000000000e+00
9.054202709854387194e+02 1.036603749048001362e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.105049362644496114e+02 1.036199108126124599e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.155716998172476906e+02 1.178465936829568363e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.203630359487783608e+02 1.088203863824040667e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.254198889321650086e+02 1.004128796531722116e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.305194949272821532e+02 9.976672034776710518e+01 1.000000000000000000e+00 1.000000000000000000e+00
9.356850240969793049e+02 9.868490674670738372e+01 1.000000000000000000e+00 1.000000000000000000e+00
9.404532122095559998e+02 1.081432276013962621e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.451054068063876912e+02 1.065557229307783444e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.500843936865236401e+02 9.508892992575735548e+01 1.000000000000000000e+00 1.000000000000000000e+00
9.548356360639958211e+02 9.080238704203533473e+01 1.000000000000000000e+00 1.000000000000000000e+00
9.600707712565874772e+02 1.041981076605343617e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.650531061911964343e+02 1.139838364819424896e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.700351338449426066e+02 1.234945440128279728e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.747071644227722800e+02 1.175716339309901457e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.798870266720018662e+02 1.219650739338846392e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.848706911630343939e+02 1.109869246105710374e+02 1.000000000000000000e+00 1.000000000000000000e+00
9.900705056388894718e+02 9.221170596783575490e+01 1.000000000000000000e+00 1.000000000000000000e+00
9.951905226117831944e+02 7.988601596071276845e+01 1.000000000000000000e+00 1.000000000000000000e+00
1.000134639763255336e+03 8.704466635570592814e+01 1.000000000000000000e+00 1.000000000000000000e+00
